task,fold_id,compound_id,y_true,max_train_similarity,top1_neighbor_compound_id,top1_neighbor_similarity,top1_neighbor_label
ar_binding,scaffold_holdout_01,DTXSID2025688,0,0.4166666567325592,DTXSID1021164,0.4166666567325592,0.0
ar_binding,scaffold_holdout_01,DTXSID2029874,0,0.5789473652839661,DTXSID3020336,0.5789473652839661,0.0
ar_binding,scaffold_holdout_01,DTXSID2032500,1,0.36231884360313416,DTXSID4024270,0.36231884360313416,1.0
ar_binding,scaffold_holdout_01,DTXSID2032552,1,0.3529411852359772,DTXSID4024274,0.3529411852359772,1.0
ar_binding,scaffold_holdout_01,DTXSID2034542,0,0.6521739363670349,DTXSID4022448,0.6521739363670349,0.0
ar_binding,scaffold_holdout_01,DTXSID2034590,0,0.302325576543808,DTXSID5025659,0.302325576543808,1.0
ar_binding,scaffold_holdout_01,DTXSID2034627,0,0.3589743673801422,DTXSID9034282,0.3589743673801422,0.0
ar_binding,scaffold_holdout_01,DTXSID2040151,1,0.2916666567325592,DTXSID0029559,0.2916666567325592,1.0
ar_binding,scaffold_holdout_01,DTXSID2040733,1,0.4117647111415863,DTXSID3020091,0.4117647111415863,0.0
ar_binding,scaffold_holdout_01,DTXSID2041250,0,0.3928571343421936,DTXSID7020425,0.3928571343421936,1.0
ar_binding,scaffold_holdout_01,DTXSID2041252,0,0.52173912525177,DTXSID7020425,0.52173912525177,1.0
ar_binding,scaffold_holdout_01,DTXSID2042436,0,0.3947368562221527,DTXSID0023113,0.3947368562221527,0.0
ar_binding,scaffold_holdout_01,DTXSID2047351,1,0.27835050225257874,DTXSID5048506,0.27835050225257874,1.0
ar_binding,scaffold_holdout_01,DTXSID3020122,1,0.4893617033958435,DTXSID5024261,0.4893617033958435,1.0
ar_binding,scaffold_holdout_01,DTXSID3020465,1,0.48148149251937866,DTXSID9022528,0.48148149251937866,0.0
ar_binding,scaffold_holdout_01,DTXSID3020627,0,0.5306122303009033,DTXSID4034653,0.5306122303009033,1.0
ar_binding,scaffold_holdout_01,DTXSID3020881,0,0.35555556416511536,DTXSID9048194,0.35555556416511536,0.0
ar_binding,scaffold_holdout_01,DTXSID3020887,0,0.4444444477558136,DTXSID1025857,0.4444444477558136,0.0
ar_binding,scaffold_holdout_01,DTXSID3022405,1,0.42105263471603394,DTXSID7040788,0.42105263471603394,1.0
ar_binding,scaffold_holdout_01,DTXSID3023897,1,0.4615384638309479,DTXSID2024242,0.4615384638309479,1.0
ar_binding,scaffold_holdout_01,DTXSID3024154,0,0.3658536672592163,DTXSID9033923,0.3658536672592163,1.0
ar_binding,scaffold_holdout_01,DTXSID3025253,0,0.260869562625885,DTXSID1047316,0.260869562625885,0.0
ar_binding,scaffold_holdout_01,DTXSID3029289,0,0.4516128897666931,DTXSID9024304,0.4516128897666931,0.0
ar_binding,scaffold_holdout_01,DTXSID3032416,0,0.4761904776096344,DTXSID1034503,0.4761904776096344,0.0
ar_binding,scaffold_holdout_01,DTXSID3034165,1,0.3333333432674408,DTXSID9034573,0.3333333432674408,0.0
ar_binding,scaffold_holdout_01,DTXSID3034458,0,0.6666666865348816,DTXSID9020293,0.6666666865348816,1.0
ar_binding,scaffold_holdout_01,DTXSID3034612,0,0.34090909361839294,DTXSID4034601,0.34090909361839294,0.0
ar_binding,scaffold_holdout_01,DTXSID3034614,0,0.38333332538604736,DTXSID5020443,0.38333332538604736,0.0
ar_binding,scaffold_holdout_01,DTXSID3041247,0,0.2083333283662796,DTXSID1032511,0.2083333283662796,0.0
ar_binding,scaffold_holdout_01,DTXSID3041376,0,0.5833333134651184,DTXSID3024318,0.5833333134651184,0.0
ar_binding,scaffold_holdout_01,DTXSID3041794,0,0.5365853905677795,DTXSID7021788,0.5365853905677795,1.0
ar_binding,scaffold_holdout_01,DTXSID3047265,0,0.46666666865348816,DTXSID8047266,0.46666666865348816,0.0
ar_binding,scaffold_holdout_01,DTXSID30865801,1,0.6279069781303406,DTXSID3041035,0.6279069781303406,0.0
ar_binding,scaffold_holdout_01,DTXSID4020290,0,0.30909091234207153,DTXSID3037208,0.30909091234207153,0.0
ar_binding,scaffold_holdout_01,DTXSID4020458,1,0.4285714328289032,DTXSID7034676,0.4285714328289032,0.0
ar_binding,scaffold_holdout_01,DTXSID4020666,0,0.4761904776096344,DTXSID1029128,0.4761904776096344,0.0
ar_binding,scaffold_holdout_01,DTXSID4020820,0,0.3103448152542114,DTXSID7024902,0.3103448152542114,1.0
ar_binding,scaffold_holdout_01,DTXSID4021056,0,0.5263158082962036,DTXSID8021062,0.5263158082962036,0.0
ar_binding,scaffold_holdout_01,DTXSID4021478,1,0.6800000071525574,DTXSID9023380,0.6800000071525574,1.0
ar_binding,scaffold_holdout_01,DTXSID4021892,0,0.5,DTXSID2027200,0.5,0.0
ar_binding,scaffold_holdout_01,DTXSID4022991,0,0.23148147761821747,DTXSID0022933,0.23148147761821747,1.0
ar_binding,scaffold_holdout_01,DTXSID4023541,0,0.27586206793785095,DTXSID9024063,0.27586206793785095,0.0
ar_binding,scaffold_holdout_01,DTXSID4024721,0,0.35483869910240173,DTXSID2042060,0.35483869910240173,0.0
ar_binding,scaffold_holdout_01,DTXSID4031980,1,0.4642857015132904,DTXSID00872663,0.4642857015132904,1.0
ar_binding,scaffold_holdout_01,DTXSID4032376,0,0.6521739363670349,DTXSID4022448,0.6521739363670349,0.0
ar_binding,scaffold_holdout_01,DTXSID4034528,0,0.34375,DTXSID4032615,0.34375,0.0
ar_binding,scaffold_holdout_01,DTXSID4035708,1,0.38333332538604736,DTXSID9032610,0.38333332538604736,0.0
ar_binding,scaffold_holdout_01,DTXSID4041521,0,0.3571428656578064,DTXSID2021997,0.3571428656578064,0.0
ar_binding,scaffold_holdout_01,DTXSID4042171,0,0.38235294818878174,DTXSID4036435,0.38235294818878174,0.0
ar_binding,scaffold_holdout_01,DTXSID4047252,1,0.2777777910232544,DTXSID1047528,0.2777777910232544,0.0
ar_binding,scaffold_holdout_01,DTXSID4047331,0,0.2886597812175751,DTXSID6047282,0.2886597812175751,0.0
ar_binding,scaffold_holdout_01,DTXSID4047628,0,0.3571428656578064,DTXSID8027793,0.3571428656578064,1.0
ar_binding,scaffold_holdout_01,DTXSID4048519,0,0.30693069100379944,DTXSID4048511,0.30693069100379944,1.0
ar_binding,scaffold_holdout_01,DTXSID5020730,1,0.6363636255264282,DTXSID1025857,0.6363636255264282,0.0
ar_binding,scaffold_holdout_01,DTXSID5020944,1,0.31707316637039185,DTXSID8024999,0.31707316637039185,0.0
ar_binding,scaffold_holdout_01,DTXSID5026251,0,0.529411792755127,DTXSID4027282,0.529411792755127,0.0
ar_binding,scaffold_holdout_01,DTXSID5032315,1,0.3499999940395355,DTXSID4036435,0.3499999940395355,0.0
ar_binding,scaffold_holdout_01,DTXSID5032573,0,0.3404255211353302,DTXSID9026500,0.3404255211353302,0.0
ar_binding,scaffold_holdout_01,DTXSID5032579,0,0.5918367505073547,DTXSID1032309,0.5918367505073547,0.0
ar_binding,scaffold_holdout_01,DTXSID5034303,1,0.32608696818351746,DTXSID0027014,0.32608696818351746,0.0
ar_binding,scaffold_holdout_01,DTXSID5037523,0,0.3529411852359772,DTXSID8026228,0.3529411852359772,0.0
ar_binding,scaffold_holdout_01,DTXSID5038888,1,0.5862069129943848,DTXSID3026065,0.5862069129943848,0.0
ar_binding,scaffold_holdout_01,DTXSID5041306,1,0.375,DTXSID1020699,0.375,1.0
ar_binding,scaffold_holdout_01,DTXSID5047249,0,0.2800000011920929,DTXSID6042369,0.2800000011920929,1.0
ar_binding,scaffold_holdout_01,DTXSID5047297,0,0.3896103799343109,DTXSID1047318,0.3896103799343109,0.0
ar_binding,scaffold_holdout_01,DTXSID5047324,0,0.27272728085517883,DTXSID2034881,0.27272728085517883,1.0
ar_binding,scaffold_holdout_01,DTXSID5047879,0,0.6086956262588501,DTXSID7026368,0.6086956262588501,0.0
ar_binding,scaffold_holdout_01,DTXSID5048184,1,0.43283581733703613,DTXSID0025527,0.43283581733703613,1.0
ar_binding,scaffold_holdout_01,DTXSID5052254,0,0.5,DTXSID6026797,0.5,0.0
ar_binding,scaffold_holdout_01,DTXSID5052709,0,0.625,DTXSID1024126,0.625,1.0
ar_binding,scaffold_holdout_01,DTXSID6020068,0,0.47999998927116394,DTXSID7020425,0.47999998927116394,1.0
ar_binding,scaffold_holdout_01,DTXSID6020197,0,0.23636363446712494,DTXSID2032550,0.23636363446712494,0.0
ar_binding,scaffold_holdout_01,DTXSID6020569,0,0.4166666567325592,DTXSID9040342,0.4166666567325592,0.0
ar_binding,scaffold_holdout_01,DTXSID6020779,0,0.5,DTXSID3036525,0.5,1.0
ar_binding,scaffold_holdout_01,DTXSID6021248,1,0.28947368264198303,DTXSID5024845,0.28947368264198303,0.0
ar_binding,scaffold_holdout_01,DTXSID6022391,1,0.5121951103210449,DTXSID5022308,0.5121951103210449,0.0
ar_binding,scaffold_holdout_01,DTXSID6023999,0,0.3030303120613098,DTXSID0037495,0.3030303120613098,0.0
ar_binding,scaffold_holdout_01,DTXSID6024123,0,0.5192307829856873,DTXSID0032605,0.5192307829856873,0.0
ar_binding,scaffold_holdout_01,DTXSID6024204,0,0.23255814611911774,DTXSID8024317,0.23255814611911774,0.0
ar_binding,scaffold_holdout_01,DTXSID6024624,1,0.4285714328289032,DTXSID5051650,0.4285714328289032,1.0
ar_binding,scaffold_holdout_01,DTXSID6025436,0,0.6363636255264282,DTXSID1025857,0.6363636255264282,0.0
ar_binding,scaffold_holdout_01,DTXSID6027921,0,0.6333333253860474,DTXSID0047539,0.6333333253860474,0.0
ar_binding,scaffold_holdout_01,DTXSID6031380,0,0.25925925374031067,DTXSID3020043,0.25925925374031067,0.0
ar_binding,scaffold_holdout_01,DTXSID6032352,0,0.5454545617103577,DTXSID2034885,0.5454545617103577,0.0
ar_binding,scaffold_holdout_01,DTXSID6032354,0,0.4375,DTXSID1034503,0.4375,0.0
ar_binding,scaffold_holdout_01,DTXSID6032518,1,0.22727273404598236,DTXSID8026193,0.22727273404598236,0.0
ar_binding,scaffold_holdout_01,DTXSID6032641,0,0.38461539149284363,DTXSID4024018,0.38461539149284363,0.0
ar_binding,scaffold_holdout_01,DTXSID6034265,0,0.3636363744735718,DTXSID4024018,0.3636363744735718,0.0
ar_binding,scaffold_holdout_01,DTXSID6041426,0,0.25,DTXSID8027581,0.25,0.0
ar_binding,scaffold_holdout_01,DTXSID6041688,1,0.2888889014720917,DTXSID4021268,0.2888889014720917,0.0
ar_binding,scaffold_holdout_01,DTXSID6041927,0,0.37142857909202576,DTXSID4021268,0.37142857909202576,0.0
ar_binding,scaffold_holdout_01,DTXSID6047311,0,0.32692307233810425,DTXSID4047387,0.32692307233810425,0.0
ar_binding,scaffold_holdout_01,DTXSID6047313,0,0.3214285671710968,DTXSID2021995,0.3214285671710968,0.0
ar_binding,scaffold_holdout_01,DTXSID7020267,1,0.46666666865348816,DTXSID7042065,0.46666666865348816,0.0
ar_binding,scaffold_holdout_01,DTXSID7021861,0,0.38461539149284363,DTXSID4021977,0.38461539149284363,0.0
ar_binding,scaffold_holdout_01,DTXSID7022043,0,0.43478259444236755,DTXSID3021485,0.43478259444236755,0.0
ar_binding,scaffold_holdout_01,DTXSID7024166,0,0.25,DTXSID0047456,0.25,0.0
ar_binding,scaffold_holdout_01,DTXSID7026102,0,0.3684210479259491,DTXSID4025799,0.3684210479259491,0.0
ar_binding,scaffold_holdout_01,DTXSID7026235,0,0.48148149251937866,DTXSID3021485,0.48148149251937866,0.0
ar_binding,scaffold_holdout_01,DTXSID7029241,1,0.37037035822868347,DTXSID5023742,0.37037035822868347,0.0
ar_binding,scaffold_holdout_01,DTXSID7029611,0,0.4285714328289032,DTXSID8024999,0.4285714328289032,0.0
ar_binding,scaffold_holdout_01,DTXSID7031248,0,0.47058823704719543,DTXSID2029612,0.47058823704719543,0.0
ar_binding,scaffold_holdout_01,DTXSID7035010,0,0.3404255211353302,DTXSID9044536,0.3404255211353302,1.0
ar_binding,scaffold_holdout_01,DTXSID7040362,1,0.4482758641242981,DTXSID8042507,0.4482758641242981,0.0
ar_binding,scaffold_holdout_01,DTXSID7041413,0,0.5862069129943848,DTXSID3022536,0.5862069129943848,1.0
ar_binding,scaffold_holdout_01,DTXSID7041544,1,0.7037037014961243,DTXSID0047539,0.7037037014961243,0.0
ar_binding,scaffold_holdout_01,DTXSID7041623,0,0.3181818127632141,DTXSID1041891,0.3181818127632141,0.0
ar_binding,scaffold_holdout_01,DTXSID7047271,1,0.2921348214149475,DTXSID2047355,0.2921348214149475,0.0
ar_binding,scaffold_holdout_01,DTXSID7047279,0,0.27551019191741943,DTXSID4047335,0.27551019191741943,0.0
ar_binding,scaffold_holdout_01,DTXSID7047358,0,0.3689320385456085,DTXSID0047379,0.3689320385456085,0.0
ar_binding,scaffold_holdout_01,DTXSID7051557,0,0.3888888955116272,DTXSID6026298,0.3888888955116272,0.0
ar_binding,scaffold_holdout_01,DTXSID7052571,1,0.5199999809265137,DTXSID7020425,0.5199999809265137,1.0
ar_binding,scaffold_holdout_01,DTXSID8020256,0,0.47058823704719543,DTXSID2029612,0.47058823704719543,0.0
ar_binding,scaffold_holdout_01,DTXSID8020755,0,0.3333333432674408,DTXSID2027200,0.3333333432674408,0.0
ar_binding,scaffold_holdout_01,DTXSID8020759,0,0.3333333432674408,DTXSID4041527,0.3333333432674408,0.0
ar_binding,scaffold_holdout_01,DTXSID8022406,1,0.4137931168079376,DTXSID7026368,0.4137931168079376,0.0
ar_binding,scaffold_holdout_01,DTXSID8024105,0,0.3461538553237915,DTXSID7024538,0.3461538553237915,0.0
ar_binding,scaffold_holdout_01,DTXSID8024107,0,0.3571428656578064,DTXSID8024234,0.3571428656578064,0.0
ar_binding,scaffold_holdout_01,DTXSID8024109,0,0.41999998688697815,DTXSID0034518,0.41999998688697815,0.0
ar_binding,scaffold_holdout_01,DTXSID8024523,1,0.675000011920929,DTXSID1033664,0.675000011920929,1.0
ar_binding,scaffold_holdout_01,DTXSID8026698,1,0.20000000298023224,DTXSID6024206,0.20000000298023224,0.0
ar_binding,scaffold_holdout_01,DTXSID8027826,0,0.3947368562221527,DTXSID7029164,0.3947368562221527,0.0
ar_binding,scaffold_holdout_01,DTXSID8032544,0,0.5714285969734192,DTXSID4022527,0.5714285969734192,0.0
ar_binding,scaffold_holdout_01,DTXSID8032673,0,0.5111111402511597,DTXSID7034383,0.5111111402511597,0.0
ar_binding,scaffold_holdout_01,DTXSID8034538,1,0.32258063554763794,DTXSID8034665,0.32258063554763794,0.0
ar_binding,scaffold_holdout_01,DTXSID8034588,1,0.35849055647850037,DTXSID7032393,0.35849055647850037,1.0
ar_binding,scaffold_holdout_01,DTXSID8042424,0,0.380952388048172,DTXSID8026060,0.380952388048172,0.0
ar_binding,scaffold_holdout_01,DTXSID8044593,0,0.36666667461395264,DTXSID6022472,0.36666667461395264,0.0
ar_binding,scaffold_holdout_01,DTXSID8045191,0,0.2539682686328888,DTXSID7034549,0.2539682686328888,0.0
ar_binding,scaffold_holdout_01,DTXSID8047262,1,0.261904776096344,DTXSID6041719,0.261904776096344,0.0
ar_binding,scaffold_holdout_01,DTXSID9020089,0,0.4166666567325592,DTXSID6020430,0.4166666567325592,0.0
ar_binding,scaffold_holdout_01,DTXSID9020407,1,0.3962264060974121,DTXSID8024315,0.3962264060974121,0.0
ar_binding,scaffold_holdout_01,DTXSID9021217,0,0.6181818246841431,DTXSID0040755,0.6181818246841431,0.0
ar_binding,scaffold_holdout_01,DTXSID9021843,0,0.4000000059604645,DTXSID7034676,0.4000000059604645,0.0
ar_binding,scaffold_holdout_01,DTXSID9021897,0,0.3243243098258972,DTXSID1048203,0.3243243098258972,0.0
ar_binding,scaffold_holdout_01,DTXSID9022607,0,0.40909090638160706,DTXSID7021491,0.40909090638160706,0.0
ar_binding,scaffold_holdout_01,DTXSID9023889,0,0.380952388048172,DTXSID6026298,0.380952388048172,0.0
ar_binding,scaffold_holdout_01,DTXSID9024691,0,0.5121951103210449,DTXSID4048195,0.5121951103210449,1.0
ar_binding,scaffold_holdout_01,DTXSID9027441,0,0.4615384638309479,DTXSID9022360,0.4615384638309479,1.0
ar_binding,scaffold_holdout_01,DTXSID9027522,0,0.2068965584039688,DTXSID6024206,0.2068965584039688,0.0
ar_binding,scaffold_holdout_01,DTXSID9029146,0,0.3636363744735718,DTXSID4024018,0.3636363744735718,0.0
ar_binding,scaffold_holdout_01,DTXSID9029221,0,0.5,DTXSID1032488,0.5,0.0
ar_binding,scaffold_holdout_01,DTXSID9032379,0,0.5517241358757019,DTXSID8024280,0.5517241358757019,1.0
ar_binding,scaffold_holdout_01,DTXSID9032531,1,0.26582279801368713,DTXSID4047381,0.26582279801368713,1.0
ar_binding,scaffold_holdout_01,DTXSID9032533,0,0.375,DTXSID9033923,0.375,1.0
ar_binding,scaffold_holdout_01,DTXSID9034286,1,0.31578946113586426,DTXSID7020392,0.31578946113586426,0.0
ar_binding,scaffold_holdout_01,DTXSID9034365,0,0.43939393758773804,DTXSID9034573,0.43939393758773804,0.0
ar_binding,scaffold_holdout_01,DTXSID9034864,0,0.43589743971824646,DTXSID2020216,0.43589743971824646,1.0
ar_binding,scaffold_holdout_01,DTXSID9036438,1,0.3928571343421936,DTXSID1024097,0.3928571343421936,0.0
ar_binding,scaffold_holdout_01,DTXSID9037749,0,0.42424243688583374,DTXSID8042507,0.42424243688583374,0.0
ar_binding,scaffold_holdout_01,DTXSID9047253,0,0.37931033968925476,DTXSID5027061,0.37931033968925476,0.0
ar_binding,scaffold_holdout_01,DTXSID9047257,0,0.3857142925262451,DTXSID4032580,0.3857142925262451,0.0
ar_binding,scaffold_holdout_01,DTXSID9047334,1,0.6551724076271057,DTXSID0047539,0.6551724076271057,0.0
ar_binding,scaffold_holdout_01,DTXSID9047540,1,0.35483869910240173,DTXSID9048518,0.35483869910240173,0.0
ar_binding,scaffold_holdout_01,DTXSID9047542,0,0.5094339847564697,DTXSID9048518,0.5094339847564697,0.0
ar_binding,scaffold_holdout_01,DTXSID9047590,0,0.2931034564971924,DTXSID5048182,0.2931034564971924,0.0
ar_binding,scaffold_holdout_01,DTXSID9048514,0,0.35185185074806213,DTXSID0021254,0.35185185074806213,0.0
ar_binding,scaffold_holdout_01,DTXSID9048516,0,0.28358209133148193,DTXSID7032630,0.28358209133148193,0.0
ar_binding,scaffold_holdout_02,DTXSID0020105,0,0.24242424964904785,DTXSID0023745,0.24242424964904785,0.0
ar_binding,scaffold_holdout_02,DTXSID0020107,0,0.3571428656578064,DTXSID8029153,0.3571428656578064,0.0
ar_binding,scaffold_holdout_02,DTXSID0020151,0,0.6071428656578064,DTXSID8029153,0.6071428656578064,0.0
ar_binding,scaffold_holdout_02,DTXSID0020286,0,0.3461538553237915,DTXSID2020921,0.3461538553237915,0.0
ar_binding,scaffold_holdout_02,DTXSID0020311,0,0.47058823704719543,DTXSID4026214,0.47058823704719543,1.0
ar_binding,scaffold_holdout_02,DTXSID0020319,1,0.25,DTXSID2022179,0.25,0.0
ar_binding,scaffold_holdout_02,DTXSID0020440,0,0.5476190447807312,DTXSID0032605,0.5476190447807312,0.0
ar_binding,scaffold_holdout_02,DTXSID0020442,0,0.45945945382118225,DTXSID0032497,0.45945945382118225,0.0
ar_binding,scaffold_holdout_02,DTXSID0020446,0,0.5588235259056091,DTXSID4026214,0.5588235259056091,1.0
ar_binding,scaffold_holdout_02,DTXSID0020498,0,0.43478259444236755,DTXSID6024591,0.43478259444236755,0.0
ar_binding,scaffold_holdout_02,DTXSID0020523,0,0.31707316637039185,DTXSID7020970,0.31707316637039185,1.0
ar_binding,scaffold_holdout_02,DTXSID0020529,0,0.3499999940395355,DTXSID7020970,0.3499999940395355,1.0
ar_binding,scaffold_holdout_02,DTXSID0020575,0,0.38235294818878174,DTXSID0021254,0.38235294818878174,0.0
ar_binding,scaffold_holdout_02,DTXSID0020652,0,0.29629629850387573,DTXSID2042436,0.29629629850387573,0.0
ar_binding,scaffold_holdout_02,DTXSID0020656,0,0.22972972691059113,DTXSID7024299,0.22972972691059113,1.0
ar_binding,scaffold_holdout_02,DTXSID0020943,0,0.4146341383457184,DTXSID7020970,0.4146341383457184,1.0
ar_binding,scaffold_holdout_02,DTXSID0021256,1,0.38983049988746643,DTXSID6021082,0.38983049988746643,0.0
ar_binding,scaffold_holdout_02,DTXSID0021337,0,0.3333333432674408,DTXSID6020147,0.3333333432674408,0.0
ar_binding,scaffold_holdout_02,DTXSID0021385,1,0.4117647111415863,DTXSID8027793,0.4117647111415863,1.0
ar_binding,scaffold_holdout_02,DTXSID0021832,0,0.7368420958518982,DTXSID3024104,0.7368420958518982,1.0
ar_binding,scaffold_holdout_02,DTXSID0021834,0,0.4000000059604645,DTXSID8020834,0.4000000059604645,0.0
ar_binding,scaffold_holdout_02,DTXSID0021836,1,0.581818163394928,DTXSID3020621,0.581818163394928,0.0
ar_binding,scaffold_holdout_02,DTXSID0021965,0,0.21739129722118378,DTXSID8021195,0.21739129722118378,0.0
ar_binding,scaffold_holdout_02,DTXSID0021969,0,0.3928571343421936,DTXSID2020894,0.3928571343421936,0.0
ar_binding,scaffold_holdout_02,DTXSID0022014,0,0.5116279125213623,DTXSID0021125,0.5116279125213623,1.0
ar_binding,scaffold_holdout_02,DTXSID0022353,1,0.23999999463558197,DTXSID7024166,0.23999999463558197,0.0
